4,0
5,0
13,0
21,0
22,0
23,0
24,0
32,0
33,0
34,0
35,0
45,0
46,0
47,0
48,0
50,0
51,0
60,0
61,0
62,0
63,0
65,0
66,0
73,0
74,0
92,0
93,0
94,0
95,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
109,0
110,0
118,0
128,0
129,0
130,0
131,0
133,0
134,0
135,0
136,0
139,0
147,0
148,0
157,0
158,0
159,0
160,0
162,0
163,0
164,0
165,0
176,0
177,0
178,0
179,0
184,0
185,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
209,0
216,0
217,0
218,0
219,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
259,0
260,0
261,0
262,0
266,0
271,0
272,0
273,0
274,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
295,0
301,0
302,0
303,0
304,0
307,0
315,0
316,0
317,0
318,0
319,0
320,0
326,0
327,0
328,0
329,0
332,0
333,0
334,0
335,0
337,0
338,0
339,0
340,0
344,0
345,0
346,0
347,0
349,0
350,0
351,0
352,0
353,0
354,0
360,0
361,0
362,0
363,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
376,0
377,0
378,0
379,0
381,0
382,0
383,0
384,0
387,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
