23,0.4215559
23,0.4198031
23,0.4221361
23,0.4280599
23,0.4244393
23,0.4277121
23,0.4443018
23,0.424434
23,0.4764166
23,0.4274594
23,0.4474752
23,0.4324123
23,0.4689575
23,0.4405385
23,0.4218218
23,0.4611589
23,0.4691641
23,0.4249368
23,0.427786
23,0.4841532
23,0.4292036
23,0.4514355
23,0.4227383
23,0.4419189
23,0.4545619
23,0.4297118
23,0.4235667
23,0.4211321
23,0.4490084
23,0.4360268
23,0.4735462
23,0.4890854
23,0.4697489
23,0.437229
23,0.4285959
23,0.4490974
23,0.4805112
23,0.4607089
23,0.4221321
23,0.4531965
23,0.4233108
23,0.4259943
23,0.4305396
23,0.4230545
23,0.4264163
23,0.4425641
23,0.4694694
23,0.446346
23,0.4609472
23,0.4920276
23,0.4683353
23,0.4376988
23,0.4349929
23,0.4201705
23,0.4500292
23,0.432185
23,0.5053821
23,0.4228008
23,0.4264128
23,0.4351738
23,0.4542412
23,0.4235233
23,0.4396242
23,0.4287914
19,1.0789
23,0.4621969
23,0.4310433
23,0.4381827
23,0.4231602
23,0.4800227
23,0.4457251
19,1.05594
23,0.4209449
23,0.4687284
22,2.111379
23,0.4265442
23,0.4752427
23,0.4350418
23,0.4649753
19,1.092869
23,0.4380039
23,0.4496072
