23,0.421571
23,0.4188613
23,0.4252854
23,0.4583234
23,0.4298497
23,0.4285024
23,0.4286301
23,0.428306
23,0.4273573
23,0.4274534
23,0.4261723
23,0.427368
23,0.4273678
23,0.4275014
23,0.43045
23,0.4261748
23,0.429889
23,0.4267848
23,0.4299404
23,0.4247921
19,1.054623
19,1.06901
21,11.9146
21,11.99245
21,11.56787
21,11.37357
21,11.55385
21,11.50379
21,11.81659
21,11.42263
21,11.69059
21,11.77822
20,1.179812
21,11.7663
21,11.71787
20,1.226603
21,11.79115
21,11.57204
21,11.7612
21,11.75937
21,11.98698
21,11.85238
20,1.194448
21,11.7228
22,3.871463
21,11.68509
22,3.958181
22,3.91172
22,3.91267
20,1.249437
20,1.205055
22,3.958544
20,1.185242
22,3.920174
20,1.235471
20,1.211845
22,4.028092
20,1.198842
22,4.084239
20,1.230925
20,1.224415
22,4.050138
22,4.05969
20,1.194555
22,3.998352
22,3.960945
20,1.18357
22,4.054617
22,3.981407
20,1.256699
22,4.044167
22,3.940205
22,3.908522
20,1.222371
22,4.085244
20,1.24309
22,3.988795
22,4.005656
20,1.211787
20,1.210208
20,1.279794
20,1.250564
18,1.78311
18,1.72518
18,1.712067
18,1.796468
18,1.814549
18,1.794261
18,1.778565
18,1.78901
18,1.745057
18,1.811493
18,1.790507
18,1.786035
18,1.791327
18,1.790088
18,1.812088
18,1.744241
18,1.786295
18,1.79941
18,1.806874
18,1.808209
16,1.881278
16,1.917836
17,1.986017
17,1.968756
16,1.949744
17,1.943784
16,1.923697
17,2.00152
16,1.903679
17,1.940749
17,1.930134
17,1.961707
17,1.950342
17,1.995883
16,1.927924
16,1.889241
16,1.915197
16,1.952425
16,1.938362
17,1.930156
16,1.920833
16,1.922068
16,1.91205
16,1.892038
17,1.983647
17,1.963219
16,1.949179
17,1.978853
16,1.925542
16,1.916357
16,1.941231
16,1.920209
16,1.937223
17,1.976964
17,1.975728
17,1.976327
17,1.972124
17,1.995078
17,1.951338
17,2.003788
19,5.280076
19,5.285189
19,5.354276
19,5.354996
19,5.37086
19,5.338463
19,5.381691
19,5.345315
19,5.31461
19,5.316512
19,5.365275
19,5.249506
19,5.379575
19,5.373044
19,5.254811
19,5.416537
19,5.332367
19,5.318974
